eeg_feature_0,eeg_feature_1,eeg_feature_2,eeg_feature_3,eeg_feature_4,eeg_feature_5,eeg_feature_6,eeg_feature_7,eeg_feature_8,eeg_feature_9,label
0.43457729624844826,-0.22776976301193536,-0.44462041411416214,0.4776502791188764,0.4380233962648971,0.736335337875491,-0.30199031298461476,-0.11477432768017354,-0.8197420812627171,-0.19623555303043647,not_drowsy
-0.06395879574038327,-0.4777702203002129,-0.8032231601287863,0.10173181793361155,-0.3781753726421517,-0.7111268547988371,-0.3232864421212633,-0.5407740018071975,0.8435708175362824,0.44081987847472526,not_drowsy
0.16544011610722853,0.4167644808044623,-0.9968678212857277,0.18702828492378606,0.6138344962366461,-0.6048205093456027,0.8362861934188517,0.2095095046830226,-0.35250592787920443,-0.027884538828853004,not_drowsy
0.2691480395248165,0.5362536686549011,-0.18247636477144266,-0.4196048336695032,-0.5224045970105168,-0.9831782946880009,1.028103564970161,-0.5516041828608416,-0.110626811792886,-0.13840664994446034,not_drowsy
0.016951361841168754,-0.5952038678372451,0.4629875503573084,-0.045537930176513614,-0.08879799737936948,0.3279460688937913,1.6682159745829324,2.383165677975618,1.6682159745829324,-0.8869848080560647,drowsy
-0.10406112517863761,-0.2465004673294164,-0.29468237847210577,0.4248010485105123,0.17850774298252367,-0.3464547976303271,0.44979993771662535,0.15364976043830467,0.40643105941948005,0.3148144209618061,not_drowsy
0.5143844957117403,0.2508425225843941,0.1241625712579411,1.1159931845292552,1.5942759778989362,1.1159931845292552,-0.5149861373884679,0.02303961081657567,-0.5368443294588763,0.04054127145041186,drowsy
0.22083128209303032,-0.7168650124051142,-0.41870286265774564,-1.0534445573130404,-0.7119790560988034,0.08926458486023893,-0.9822680190514623,-0.7405728623108578,1.4353012715629843,2.0504303879471206,drowsy
-0.22560941347193827,-0.06540029686347784,0.14641442179334171,-0.9402177720315407,-0.7846947976873418,-0.31844119446947877,0.10356971838928426,-0.11963657357592569,0.7390606130497421,-0.7411983934978844,drowsy
0.8005371530821963,0.4459202897974064,-0.07732485328041673,-0.9066467360085793,-0.009659152135917837,0.05081502676671234,0.5836088666521865,0.7942235881200559,-0.3424935895718738,0.4005908819940914,drowsy
1.1379127138238188,-0.42611232149866207,0.25905085101498787,-0.26460050490575643,-0.4346434934943219,-0.005433568517486072,0.06867623970351801,1.4590867775300462,-0.09207290784160103,-0.5650893647423417,drowsy
